theme,file,line,type,raw_value,token,confidence,usage
dark,"themes/dark/velvet-nocturne.css",441,cssVar,"var(--glow)",accent,low,unknown
dark,"themes/dark/velvet-nocturne.css",451,cssVar,"var(--radius)",accent,low,unknown
dark,"themes/dark/velvet-nocturne.css",473,cssVar,"var(--dur-2)",accent,low,unknown
dark,"themes/dark/velvet-nocturne.css",473,cssVar,"var(--easing)",accent,low,unknown
dark,"themes/dark/velvet-nocturne.css",490,cssVar,"var(--accent)",accent,low,unknown
dark,"themes/dark/velvet-nocturne.css",490,cssVar,"var(--accent-2)",accent,low,unknown
dark,"themes/dark/velvet-nocturne.css",492,cssVar,"var(--radius)",accent,low,unknown
dark,"themes/dark/velvet-nocturne.css",493,cssVar,"var(--space-3)",accent,low,unknown
dark,"themes/dark/velvet-nocturne.css",494,cssVar,"var(--glow)",accent,low,unknown
dark,"themes/dark/velvet-nocturne.css",496,cssVar,"var(--space-3)",accent,low,unknown
dark,"themes/dark/velvet-nocturne.css",497,cssVar,"var(--space-3)",accent,low,unknown
dark,"themes/dark/velvet-nocturne.css",498,cssVar,"var(--space-3)",accent,low,unknown
dark,"themes/dark/velvet-nocturne.css",521,cssVar,"var(--border)",accent,low,unknown
dark,"themes/dark/velvet-nocturne.css",525,cssVar,"var(--dur-2)",accent,low,unknown
dark,"themes/dark/velvet-nocturne.css",525,cssVar,"var(--easing)",accent,low,unknown
dark,"themes/dark/velvet-nocturne.css",531,cssVar,"var(--ink-1)",accent,low,unknown
dark,"themes/dark/velvet-nocturne.css",533,cssVar,"var(--radius-xs)",accent,low,unknown
dark,"themes/dark/velvet-nocturne.css",535,cssVar,"var(--dur-2)",accent,low,unknown
dark,"themes/dark/velvet-nocturne.css",535,cssVar,"var(--easing)",accent,low,unknown
dark,"themes/dark/velvet-nocturne.css",544,cssVar,"var(--ink-0)",accent,low,unknown
dark,"themes/dark/velvet-nocturne.css",552,cssVar,"var(--ink-0)",accent,low,unknown
dark,"themes/dark/velvet-nocturne.css",553,cssVar,"var(--accent)",accent,low,unknown
dark,"themes/dark/velvet-nocturne.css",560,cssVar,"var(--accent)",accent,low,unknown
dark,"themes/dark/velvet-nocturne.css",569,cssVar,"var(--bg-0)",accent,low,unknown
dark,"themes/dark/velvet-nocturne.css",570,cssVar,"var(--border-soft)",accent,low,unknown
dark,"themes/dark/velvet-nocturne.css",603,cssVar,"var(--radius)",accent,low,unknown
dark,"themes/dark/velvet-nocturne.css",604,cssVar,"var(--border)",accent,low,unknown
dark,"themes/dark/velvet-nocturne.css",606,cssVar,"var(--ink-0)",accent,low,unknown
dark,"themes/dark/velvet-nocturne.css",612,cssVar,"var(--dur-1)",accent,low,unknown
dark,"themes/dark/velvet-nocturne.css",612,cssVar,"var(--easing)",accent,low,unknown
dark,"themes/dark/velvet-nocturne.css",623,cssVar,"var(--accent)",accent,low,unknown
dark,"themes/dark/velvet-nocturne.css",630,cssVar,"var(--accent)",accent,low,unknown
dark,"themes/dark/velvet-nocturne.css",639,cssVar,"var(--dur-1)",accent,low,unknown
dark,"themes/dark/velvet-nocturne.css",665,cssVar,"var(--accent)",accent,low,unknown
